id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;beneficios_expectativa;pregunta_bizarra;rh_una_palabra;diversidad_sexual;libertad_ser;diversidad_management;lenguaje_inclusivo;discapacidad;linea_segura;sufrio_acoso;teletrabajo;retorno_plan;retorno_mes;retorno_decision;retorno_dias;modalidad_ingresos;retorno_satisfaccion;valoracion_gestion_pandemia
503;2021-11-09T08:56:50Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Chaco;Relación de Dependencia;Hotelería, restauración, turismo;251 - 500;Nacional;5;Jefe;Indeterminado;Full time;Administración de personal;4;4;4;12;170000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Abono de celular;No recibo bono;1 solo;45;Octubre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;0.2;5;No,  pero escucho ofertas;Bono;Que harías si tu jefe te trata mal;Desarrollo;No;Totalmente de acuerdo;0.3;En desacuerdo;No tengo ninguna discapacidad;Si;Si;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo insatisfecho;4
504;2021-11-09T09:10:31Z;Mujer cis;41 - 45;Terciario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Educación;251 - 500;Nacional;2;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;5;5;10;116000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;35;Septiembre;Si, en emprendimiento relacionado con RRHH;enter sueldo;Recursos Humanos;No;0;2;No,  pero escucho ofertas;home hoffice;vas a tener hijos?;mediador;No;En desacuerdo;0.1;Totalmente en desacuerdo;No tengo ninguna discapacidad;No;Si;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo insatisfecho;1
505;2021-11-09T09:49:42Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Neuquén;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;51 - 100;Nacional;1;Analista;Indeterminado;Full time;Administración de personal;0;2;2;6;120000;Préstamos;No recibo bono;1 solo;51;Octubre;No;Tango;Recursos Humanos;No;NA;3;No,  pero escucho ofertas;Bono por cumplimiento de objetivos;no recuerdo;Personas;No;De acuerdo;0.1;En desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;No aplica / Prefiero no responder;3
506;2021-11-09T10:28:10Z;Mujer cis;25 - 30;Universitario completo;Psicología;Universidad Privada;Costa Rica;NA;Relación de Dependencia;Construcción;51 - 100;Nacional;1;Jefe;Plazo Fijo;Full time;Todas las áreas integrales de RH;0;0;0;5;900000;No tengo beneficios adicionales, Home office;No recibo bono;1 solo;5;Julio;No;No tenemos sistema de gestión;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Seguro médico , bonos;Tiene hijos;Integridad;No;Totalmente de acuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Enero 2022;De común acuerdo;2 días;Mixta;Muy satisfecho;4
507;2021-11-09T10:44:33Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;2;Jefe;Indeterminado;Full time;Generalista;1;2;2;10;160000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Home office, Préstamos;Un sueldo;2 ajustes;32;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;No;0;5;No estoy buscando cambiar;NA;Porque no queres ser madre;Amor;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
508;2021-11-09T10:56:42Z;Mujer cis;31 - 35;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Misiones;Relación de Dependencia;Alimentación, bebidas;101 - 250;Nacional;2;Jefe;Indeterminado;Full time;Administración de personal;1;3;3;10;210000;Medicina prepaga / Plan de salud, Abono de celular;No recibo bono;2 ajustes;30;Octubre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Premio anual por objetivos;NA;Pasión;No;De acuerdo;0.4;Totalmente en desacuerdo;No tengo ninguna discapacidad;No;Si;No;Presencial 100%;No aplica;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;4
509;2021-11-09T11:16:36Z;Mujer cis;25 - 30;Universitario completo;Administración de Empresas;Universidad Pública;Bolivia;NA;Relación de Dependencia;Otros;501 - 1.000;Nacional;6;Analista;Indefinido;Full time;Compensaciones y beneficios;0;3;3;5;5318;Home office;No recibo bono;No tuve ajustes;6;Mayo;No;Sai;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
511;2021-11-09T11:51:01Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;6;Analista;Indeterminado;Full time;Reclutamiento y selección;0;4;3;7;65000;Abono de celular, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;No tuve ajustes;0;NA;No;Hiring Room;Recursos Humanos;No;NA;2;Sí, activamente;Prepaga para grupo familiar, 1 semana adicional de vacaciones, dia de cumpleaños, viernes flex.;NA;Apoyo;No;En desacuerdo;0.5;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Si;Mixto;Noviembre 2021;De la empresa;4 días;Teletrabajo;Algo satisfecho;3
512;2021-11-09T13:20:34Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;101 - 250;Nacional;6;Responsable;Indeterminado;Part time;Compensaciones y beneficios;1;0;0;10;240000;Medicina prepaga / Plan de salud, Licencias extendidas, Home office;Dos sueldos;3 o más ajustes;70;Noviembre;No;No tenemos sistema de gestión;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Internet, horario flexible, tarjeta para el super, o saldo pedidos ya;Cómo me organizaba para amantar a mi hijo y trabajar al mismo tiempo;Gestion;No;Ni de acuerdo ni en desacuerdo;0.1;Totalmente en desacuerdo;No tengo ninguna discapacidad;No;Si;Voy rotando entre la oficina y el teletrabajo;Mixto;No esta definido;Del empleado;A elección de cada empleado;Mixta;Muy instatisfecho;3
513;2021-11-09T13:28:03Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;10.001 o más;Nacional;100;Representante;Indeterminado;Part time;No trabajo en RRHH;0;3;3;0;80000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office, Idiomas, Reintegro de gastos de guardería o jardín por hijx;No recibo bono;2 ajustes;10;Agosto;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;People;No;0;4;Sí, activamente;Respecto a beneficios, estoy conforme.;-;Acompañamiento;No;Totalmente de acuerdo;0.4;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Si;En evaluación;No esta definido;De la empresa;A elección de cada empleado;Teletrabajo;Algo satisfecho;5
514;2021-11-09T14:42:25Z;Hombre cis;36 - 40;Universitario abandonado;Psicología;Universidad Privada;Argentina;Corrientes;Relación de Dependencia;Construcción;51 - 100;Nacional;2;Analista;Indeterminado;Full time;Generalista;0;0;0;5;80;Medicina prepaga / Plan de salud, Abono de celular, Combustible;No recibo bono;No tuve ajustes;0;Octubre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Reintegros en capacitación;Heredaste tu casa?;Bardo;No;Ni de acuerdo ni en desacuerdo;0.1;En desacuerdo;Obesidad;Si;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;Algo insatisfecho;2
515;2021-11-09T15:45:09Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Neuquén;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;501 - 1.000;Nacional;7;Responsable;Indeterminado;Full time;Payroll / Liquidación de sueldos;1;11;3;12;195000;Medicina prepaga / Plan de salud, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Home office, Préstamos;No recibo bono;2 ajustes;27;Octubre;No;Finnegans;Gestión de Personas;No;0;3;No,  pero escucho ofertas;Incrementos acorde a la inflación y vacaciones extras;NA;gestión;No;Totalmente de acuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Enero 2022;De la empresa;3 días;Mixta;Algo insatisfecho;1
516;2021-11-09T19:08:20Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;501 - 1.000;Nacional;16;HRBP;Indeterminado;Full time;Capacitación y desarrollo;0;3;0;7;173000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office;Un sueldo;3 o más ajustes;70;Noviembre;No;SAP / SuccessFactors;Área de personas;No;0;4;No,  pero escucho ofertas;NA;NA;NA;No;En desacuerdo;0.2;De acuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Ya volvimos 100%;De la empresa;3 días;Mixta;Muy satisfecho;5
517;2021-11-09T20:17:29Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;101 - 250;Nacional;3;Analista;Indeterminado;Full time;Administración de personal;0;3;3;3;100000;Medicina prepaga / Plan de salud, Horarios flexibles;No recibo bono;2 ajustes;45;Septiembre;No;RH Pro;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Pago se viáticos, almuerzo pago;NA;NA;No;Ni de acuerdo ni en desacuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;Si;Voy rotando entre la oficina y el teletrabajo;En evaluación;No esta definido;De común acuerdo;No aplica;Mixta;Muy instatisfecho;3
518;2021-11-09T20:47:47Z;Mujer cis;31 - 35;Maestría abandonada;Comunicación Social;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;101 - 250;Nacional;2;Jefe;Indeterminado;Full time;Todo menos payroll;1;2;2;6;204000;Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Home office, Idiomas;Un sueldo;2 ajustes;38;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si;0.3;2;Sí, activamente;Almuerzo bonificado, prepaga familiar, gimnasio;NA;Estratégico;No;Totalmente de acuerdo;0.1;En desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Ya volvimos 100%;De común acuerdo;2 días;Mixta;No aplica / Prefiero no responder;3
519;2021-11-09T22:39:26Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);5.001 - 10.000;Nacional;100;HRBP;Indeterminado;Full time;Generalista;0;1;1;6;109000;Medicina prepaga / Plan de salud, Comedor / Almuerzos;No recibo bono;1 solo;30;Septiembre;No;RH Pro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
520;2021-11-10T01:07:07Z;Hombre cis;25 - 30;Universitario en curso;Administración de Empresas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Alimentación, bebidas;501 - 1.000;Nacional;4;Analista;Indeterminado;Full time;Relaciones laborales;0;5;3;5;78000;Combustible, Comedor / Almuerzos;No recibo bono;1 solo;30;Septiembre;No;Bejerman;Recursos Humanos;No;0;3;Sí, activamente;Prepaga, Eventos, Aumentos fijos.;NA;Negociacion;No;Ni de acuerdo ni en desacuerdo;0.1;Totalmente en desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;Algo satisfecho;4
521;2021-11-10T05:44:18Z;Mujer cis;31 - 35;Universitario en curso;Psicología;Universidad Pública;España;NA;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;3;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;6;21000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Frutas y snacks, Home office, Idiomas;No recibo bono;No tuve ajustes;0;NA;Si, en proyectos ad honorem;Softgarden;Recursos Humanos;No;0;3;Sí, activamente;100% remoto;¿Como hacia para vivir en Argentina?;Recursos para el negocio;No;De acuerdo;0;Totalmente en desacuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;No aplica;No aplica;3 días;Mixta;Algo satisfecho;3
522;2021-11-10T07:58:54Z;Mujer cis;25 - 30;Universitario completo;Técnico;Universidad Pública;Argentina;Entre Ríos;Relación de Dependencia;Alimentación, bebidas;501 - 1.000;Nacional;3;Responsable;Indeterminado;Full time;Administración de personal;0;6;6;6;100000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;30;Septiembre;No;Bejerman;Oficina de Personal;No;0;3;Sí, activamente;Con el mejor trato me basta;NA;Hechos;No;Ni de acuerdo ni en desacuerdo;0.4;En desacuerdo;No tengo ninguna discapacidad;No;Si;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;Muy satisfecho;2
524;2021-11-10T15:24:52Z;Mujer cis;41 - 45;Terciario completo;Administración de Empresas;Universidad Privada;Argentina;Neuquén;Relación de Dependencia;Otros;251 - 500;Nacional;7;Responsable;Indeterminado;Full time;Administración de personal;2;6;3;14;218642;Medicina prepaga / Plan de salud, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;2 ajustes;20;Septiembre;No;Finnegans;Administración y Control de personal;No;NA;3;No,  pero escucho ofertas;Home office total, ahora voy algunos días a la oficina.;Tenes quién cuide a tus hijos?;Equipo;No;Ni de acuerdo ni en desacuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Noviembre 2021;De la empresa;3 días;Mixta;Algo insatisfecho;3
525;2021-11-10T15:56:37Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;251 - 500;Nacional;6;Analista;Indeterminado;Full time;Capacitación y desarrollo;0;1;0;14;99455;Comedor / Almuerzos;No recibo bono;3 o más ajustes;45;Septiembre;Si, en emprendimiento relacionado con RRHH;Enlatado propio;Recursos Humanos;No;0;3;Sí, activamente;Idiomas, cursos;NA;Pasión;No;De acuerdo;0.5;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;Si;No;NA;No aplica;No aplica;No aplica;NA;NA;3
526;2021-11-10T16:03:43Z;Mujer cis;18 - 25;Secundario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;101 - 250;Nacional;1;Responsable;Indeterminado;Full time;de todo un poco..!;0;5;4;4;110000;Horarios flexibles, Charter / Servicio de transporte, Préstamos;Menos de un sueldo;2 ajustes;30;Octubre;No;No tenemos sistema de gestión;Recursos Humanos;No;0.2;4;No estoy buscando cambiar;HomeOffice;nunca me hicieron una pregunta bizarra, tampoco pregunte cosas raras jajaja;empatia;No;Totalmente de acuerdo;0.6;En desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;3
527;2021-11-10T16:39:09Z;Mujer cis;46 - 50;Universitario completo;Psicología;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Hotelería, restauración, turismo;101 - 250;Nacional;2;Director;Indeterminado;Full time;Capacitación y desarrollo;1;16;16;25;150000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular;No recibo bono;2 ajustes;40;Septiembre;No;Bejerman;Recursos Humanos;No;0;3;No estoy buscando cambiar;horario flexible - descuentos;NA;gestion;No;Totalmente de acuerdo;0.3;Totalmente en desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Muy satisfecho;5
528;2021-11-10T17:03:38Z;Hombre cis;31 - 35;Universitario abandonado;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Jujuy;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;9;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;3;80000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Préstamos;Menos de un sueldo;3 o más ajustes;50;Noviembre;No;Bamboo HR;Recursos Humanos;Si;0.5;5;No estoy buscando cambiar;Una hora menos por día, o dos horas menos los viernes;Piensan casarse? (Referido a mi novia);Talento;No;Totalmente de acuerdo;0.3;De acuerdo;No tengo ninguna discapacidad;Si;No;Si;Remoto 100%;No aplica;De común acuerdo;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;5
530;2021-11-10T19:39:08Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Función pública;51 - 100;Nacional;1;Analista;Monotributista;Full time;Administración de personal;0;7;5;5;107000;No tengo beneficios adicionales;No recibo bono;1 solo;38;Abril;No;No tenemos sistema de gestión;No tiene nombre definido;No;0;1;Sí, activamente;Prepaga familiar, gimnasio, idiomas;NA;Calidez;No;Totalmente en desacuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;Noviembre 2021;De la empresa;5 días;No hubo ingresos;Muy instatisfecho;2
531;2021-11-10T19:59:38Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;3;HRBP;Indeterminado;Full time;Reclutamiento y selección;0;2;2;5;100000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Home office;No recibo bono;1 solo;20;Junio;No;No tenemos sistema de gestión;Recursos Humanos;No;0;2;Sí, activamente;Internet y silla;no recuerdo;Integración;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
532;2021-11-10T20:54:28Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;10.001 o más;Multinacional;50;Analista;Indeterminado;Full time;Generalista;0;0;0;2;105000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Home office, Seguro de vida (adicionales a los de ley), Reintegro en electricidad;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Recursos Humanos;Si;1;4;No,  pero escucho ofertas;gimnasio, idiomas, almuerzo,;estas casada?;NA;No;De acuerdo;0.7;De acuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Enero 2022;De la empresa;No aplica;Mixta;Algo satisfecho;4
533;2021-11-11T08:41:15Z;Prefiero no responder;36 - 40;Secundario completo;Psicología;Universidad Privada;España;NA;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;10.001 o más;Multinacional;500;Gerente;Indeterminado;Full time;Generalista;0;4;0;15;5000;No tengo beneficios adicionales;Dos sueldos;No tuve ajustes;0;NA;No;SAP / SuccessFactors;Recursos Humanos;Si;0.9;4;No,  pero escucho ofertas;NA;NA;NA;Prefiero no responder;De acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;No esta definido;De común acuerdo;No aplica;Mixta;Muy instatisfecho;5
535;2021-11-11T10:27:14Z;Mujer cis;36 - 40;Maestría en curso;Abogacía;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Servicios de salud;251 - 500;Nacional;7;Jefe;Indeterminado;Full time;Diseño organizacional;6;0;0;20;180000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Frutas y snacks, Home office;No recibo bono;1 solo;50;Octubre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;0.1;5;No,  pero escucho ofertas;NA;Si quería tener más hijos;Vocación;No;Totalmente de acuerdo;0.3;Totalmente en desacuerdo;No tengo ninguna discapacidad;No se;Si;Si;Mixto;Ya volvimos 100%;De la empresa;1 día;Presencial;Algo insatisfecho;5
